date,symbol,entry_type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason
2024-01-09,CGPOWER,Long,09:20:00,09:20:00,475.0,473.81,-1.19,Stop Loss
2024-01-09,CGPOWER,Short,13:50:00,13:50:00,471.5,472.68,-1.18,Stop Loss
2024-01-10,CGPOWER,Short,09:20:00,09:20:00,470.8,471.98,-1.18,Stop Loss
2024-01-11,CGPOWER,Long,09:20:00,09:20:00,470.9,469.72,-1.18,Stop Loss
2024-01-11,CGPOWER,Short,11:30:00,11:45:00,465.7,466.86,-1.16,Stop Loss
2024-01-12,CGPOWER,Short,09:20:00,09:25:00,462.25,463.41,-1.16,Stop Loss
2024-01-12,CGPOWER,Long,09:40:00,11:15:00,465.45,464.29,-1.16,Stop Loss
2024-01-15,CGPOWER,Long,09:20:00,09:20:00,462.65,461.49,-1.16,Stop Loss
2024-01-15,CGPOWER,Short,09:35:00,09:45:00,459.05,456.75,2.3,Target
2024-01-16,CGPOWER,Long,09:20:00,09:20:00,458.0,456.86,-1.14,Stop Loss
2024-01-16,CGPOWER,Short,09:40:00,09:40:00,454.55,455.69,-1.14,Stop Loss
2024-01-17,CGPOWER,Long,10:10:00,10:10:00,451.95,450.82,-1.13,Stop Loss
2024-01-18,CGPOWER,Short,09:30:00,09:30:00,455.65,456.79,-1.14,Stop Loss
2024-01-19,CGPOWER,Short,11:05:00,11:10:00,455.0,452.72,2.28,Target
2024-01-20,CGPOWER,Short,09:35:00,10:40:00,456.0,453.72,2.28,Target
2024-01-23,CGPOWER,Long,09:20:00,09:20:00,464.75,463.59,-1.16,Stop Loss
2024-01-23,CGPOWER,Short,12:10:00,12:10:00,456.25,457.39,-1.14,Stop Loss
2024-01-24,CGPOWER,Long,09:30:00,09:30:00,434.0,436.17,2.17,Target
2024-01-25,CGPOWER,Short,10:55:00,10:55:00,449.35,447.1,2.25,Target
2024-01-25,CGPOWER,Long,15:00:00,15:00:00,459.75,462.05,2.3,Target
2024-01-29,CGPOWER,Short,09:45:00,09:50:00,460.0,461.15,-1.15,Stop Loss
2024-01-29,CGPOWER,Long,15:10:00,15:10:00,472.4,474.76,2.36,Target
2024-01-30,CGPOWER,Short,13:55:00,14:15:00,461.0,462.15,-1.15,Stop Loss
2024-01-31,CGPOWER,Short,09:50:00,10:15:00,457.05,458.19,-1.14,Stop Loss
2024-01-31,CGPOWER,Long,11:55:00,11:55:00,463.2,462.04,-1.16,Stop Loss
2024-02-01,CGPOWER,Short,10:45:00,10:55:00,461.0,458.7,2.3,Target
2024-02-02,CGPOWER,Short,09:20:00,09:20:00,448.2,449.32,-1.12,Stop Loss
2024-02-05,CGPOWER,Short,11:55:00,11:55:00,439.6,440.7,-1.1,Stop Loss
2024-02-06,CGPOWER,Short,09:20:00,09:20:00,440.0,441.1,-1.1,Stop Loss
2024-02-06,CGPOWER,Long,12:15:00,12:20:00,446.9,445.78,-1.12,Stop Loss
2024-02-07,CGPOWER,Short,09:20:00,09:25:00,443.7,441.48,2.22,Target
2024-02-08,CGPOWER,Short,09:20:00,09:50:00,434.05,435.14,-1.09,Stop Loss
2024-02-09,CGPOWER,Short,09:40:00,09:40:00,429.0,426.86,2.14,Target
2024-02-12,CGPOWER,Short,09:20:00,09:20:00,433.65,434.73,-1.08,Stop Loss
2024-02-13,CGPOWER,Short,09:20:00,09:20:00,435.2,433.02,2.18,Target
2024-02-14,CGPOWER,Short,09:20:00,09:20:00,426.25,427.32,-1.07,Stop Loss
2024-02-14,CGPOWER,Long,15:05:00,15:05:00,434.0,432.92,-1.08,Stop Loss
2024-02-15,CGPOWER,Short,09:25:00,09:40:00,436.2,434.02,2.18,Target
2024-02-16,CGPOWER,Short,09:25:00,09:30:00,429.1,430.17,-1.07,Stop Loss
2024-02-19,CGPOWER,Long,09:20:00,09:20:00,434.35,433.26,-1.09,Stop Loss
2024-02-19,CGPOWER,Short,10:05:00,10:05:00,429.0,430.07,-1.07,Stop Loss
2024-02-20,CGPOWER,Long,09:20:00,09:20:00,438.9,437.8,-1.1,Stop Loss
2024-02-20,CGPOWER,Short,09:40:00,09:40:00,434.8,435.89,-1.09,Stop Loss
2024-02-21,CGPOWER,Short,09:25:00,09:25:00,433.05,434.13,-1.08,Stop Loss
2024-02-22,CGPOWER,Short,09:35:00,09:35:00,424.5,425.56,-1.06,Stop Loss
2024-02-23,CGPOWER,Long,09:35:00,09:35:00,429.0,427.93,-1.07,Stop Loss
2024-02-26,CGPOWER,Short,09:25:00,09:25:00,428.6,429.67,-1.07,Stop Loss
2024-02-27,CGPOWER,Long,09:55:00,10:05:00,431.4,430.32,-1.08,Stop Loss
2024-02-28,CGPOWER,Short,10:50:00,10:50:00,434.3,435.39,-1.09,Stop Loss
2024-02-29,CGPOWER,Long,10:00:00,10:00:00,428.3,430.44,2.14,Target
2024-03-01,CGPOWER,Short,09:20:00,09:20:00,472.3,469.94,2.36,Target
2024-03-02,CGPOWER,Short,09:20:00,09:20:00,469.65,467.3,2.35,Target
2024-03-04,CGPOWER,Short,09:20:00,09:20:00,473.35,474.53,-1.18,Stop Loss
2024-03-05,CGPOWER,Short,09:45:00,09:45:00,463.0,464.16,-1.16,Stop Loss
2024-03-06,CGPOWER,Short,09:20:00,09:20:00,457.5,458.64,-1.14,Stop Loss
2024-03-06,CGPOWER,Long,14:40:00,15:00:00,466.4,468.73,2.33,Target
2024-03-07,CGPOWER,Short,09:20:00,09:20:00,466.0,467.16,-1.16,Stop Loss
2024-03-11,CGPOWER,Short,09:20:00,09:20:00,458.0,459.14,-1.14,Stop Loss
2024-03-11,CGPOWER,Long,11:25:00,11:25:00,465.85,464.69,-1.16,Stop Loss
2024-03-12,CGPOWER,Short,09:20:00,09:25:00,461.0,458.7,2.3,Target
2024-03-13,CGPOWER,Short,09:30:00,09:30:00,454.5,455.64,-1.14,Stop Loss
2024-03-13,CGPOWER,Long,09:55:00,09:55:00,461.3,460.15,-1.15,Stop Loss
2024-03-14,CGPOWER,Long,09:25:00,09:25:00,463.65,465.97,2.32,Target
2024-03-15,CGPOWER,Long,09:25:00,09:25:00,471.7,470.52,-1.18,Stop Loss
2024-03-18,CGPOWER,Short,11:45:00,11:45:00,466.35,467.52,-1.17,Stop Loss
2024-03-19,CGPOWER,Short,09:45:00,09:50:00,466.35,464.02,2.33,Target
2024-03-19,CGPOWER,Long,14:45:00,14:45:00,472.75,471.57,-1.18,Stop Loss
2024-03-20,CGPOWER,Short,09:30:00,09:30:00,476.0,473.62,2.38,Target
2024-03-20,CGPOWER,Long,10:25:00,10:25:00,482.8,481.59,-1.21,Stop Loss
2024-03-21,CGPOWER,Long,09:20:00,09:20:00,524.45,527.07,2.62,Target
2024-03-22,CGPOWER,Short,09:20:00,09:20:00,532.55,529.89,2.66,Target
2024-03-26,CGPOWER,Short,09:35:00,09:35:00,527.5,528.82,-1.32,Stop Loss
2024-03-27,CGPOWER,Long,09:20:00,09:20:00,549.6,548.23,-1.37,Stop Loss
2024-03-27,CGPOWER,Short,09:55:00,09:55:00,537.0,538.34,-1.34,Stop Loss
2024-03-28,CGPOWER,Long,09:35:00,09:35:00,553.9,552.52,-1.38,Stop Loss
2024-03-28,CGPOWER,Short,09:50:00,09:50:00,546.7,548.07,-1.37,Stop Loss
2024-04-01,CGPOWER,Short,09:20:00,09:20:00,543.25,540.53,2.72,Target
2024-01-01,DABUR,Short,09:20:00,11:15:00,557.0,558.39,-1.39,Stop Loss
2024-01-01,DABUR,Long,12:15:00,14:15:00,560.0,562.8,2.8,Target
2024-01-02,DABUR,Long,09:20:00,09:20:00,559.75,558.35,-1.4,Stop Loss
2024-01-02,DABUR,Short,09:55:00,09:55:00,556.95,554.17,2.78,Target
2024-01-03,DABUR,Long,09:20:00,10:40:00,557.85,560.64,2.79,Target
2024-01-03,DABUR,Short,12:55:00,12:55:00,555.2,556.59,-1.39,Stop Loss
2024-01-04,DABUR,Long,10:30:00,11:45:00,560.85,563.65,2.8,Target
2024-01-05,DABUR,Short,09:20:00,09:20:00,566.4,567.82,-1.42,Stop Loss
2024-01-08,DABUR,Short,09:30:00,09:30:00,566.15,563.32,2.83,Target
2024-01-09,DABUR,Short,09:35:00,10:30:00,553.0,554.38,-1.38,Stop Loss
2024-01-10,DABUR,Long,09:20:00,09:25:00,550.95,549.57,-1.38,Stop Loss
2024-01-10,DABUR,Short,10:00:00,10:20:00,547.85,545.11,2.74,Target
2024-01-11,DABUR,Long,10:05:00,10:40:00,552.05,554.81,2.76,Target
2024-01-11,DABUR,Short,14:10:00,14:45:00,549.0,550.37,-1.37,Stop Loss
2024-01-12,DABUR,Short,09:20:00,09:20:00,550.35,551.73,-1.38,Stop Loss
2024-01-15,DABUR,Short,09:20:00,09:25:00,550.05,551.43,-1.38,Stop Loss
2024-01-15,DABUR,Long,10:20:00,10:35:00,552.6,555.36,2.76,Target
2024-01-16,DABUR,Long,09:55:00,10:50:00,557.0,559.78,2.78,Target
2024-01-17,DABUR,Short,09:25:00,09:25:00,554.3,551.53,2.77,Target
2024-01-18,DABUR,Short,09:20:00,09:30:00,544.45,541.73,2.72,Target
2024-01-19,DABUR,Long,10:00:00,10:55:00,543.25,541.89,-1.36,Stop Loss
2024-01-20,DABUR,Short,09:40:00,09:45:00,542.05,539.34,2.71,Target
2024-01-23,DABUR,Short,09:30:00,09:30:00,537.25,538.59,-1.34,Stop Loss
2024-01-24,DABUR,Long,09:20:00,09:20:00,526.75,525.43,-1.32,Stop Loss
2024-01-25,DABUR,Short,09:45:00,10:35:00,534.1,531.43,2.67,Target
2024-01-29,DABUR,Long,09:20:00,09:25:00,531.25,533.91,2.66,Target
2024-01-30,DABUR,Long,09:25:00,09:25:00,536.9,535.56,-1.34,Stop Loss
2024-01-31,DABUR,Long,09:20:00,10:40:00,536.15,534.81,-1.34,Stop Loss
2024-02-01,DABUR,Long,09:20:00,09:20:00,561.85,564.66,2.81,Target
2024-02-02,DABUR,Short,09:50:00,10:10:00,551.6,548.84,2.76,Target
2024-02-05,DABUR,Short,10:10:00,10:35:00,540.75,538.05,2.7,Target
2024-02-06,DABUR,Long,09:20:00,09:20:00,535.35,534.01,-1.34,Stop Loss
2024-02-06,DABUR,Short,12:55:00,13:10:00,532.25,533.58,-1.33,Stop Loss
2024-02-07,DABUR,Short,09:25:00,10:40:00,532.7,534.03,-1.33,Stop Loss
2024-02-07,DABUR,Long,11:15:00,11:15:00,536.0,534.66,-1.34,Stop Loss
2024-02-08,DABUR,Short,09:45:00,10:00:00,536.35,537.69,-1.34,Stop Loss
2024-02-09,DABUR,Short,09:20:00,09:20:00,533.05,534.38,-1.33,Stop Loss
2024-02-09,DABUR,Long,11:45:00,12:15:00,536.5,535.16,-1.34,Stop Loss
2024-02-12,DABUR,Long,09:20:00,09:20:00,539.2,541.9,2.7,Target
2024-02-12,DABUR,Short,13:05:00,13:10:00,537.05,538.39,-1.34,Stop Loss
2024-02-13,DABUR,Short,09:20:00,09:30:00,534.45,531.78,2.67,Target
2024-02-13,DABUR,Long,10:10:00,12:30:00,536.7,535.36,-1.34,Stop Loss
2024-02-14,DABUR,Long,09:20:00,09:20:00,536.95,535.61,-1.34,Stop Loss
2024-02-15,DABUR,Short,09:20:00,09:30:00,542.8,544.16,-1.36,Stop Loss
2024-02-16,DABUR,Short,10:20:00,10:45:00,544.4,545.76,-1.36,Stop Loss
2024-02-19,DABUR,Short,09:25:00,09:30:00,543.2,544.56,-1.36,Stop Loss
2024-02-19,DABUR,Long,09:35:00,09:55:00,545.75,544.39,-1.36,Stop Loss
2024-02-20,DABUR,Short,09:35:00,13:50:00,546.55,543.82,2.73,Target
2024-02-21,DABUR,Short,10:20:00,12:15:00,547.1,548.47,-1.37,Stop Loss
2024-02-22,DABUR,Short,09:25:00,09:25:00,541.2,542.55,-1.35,Stop Loss
2024-02-23,DABUR,Short,10:00:00,10:00:00,541.55,542.9,-1.35,Stop Loss
2024-02-26,DABUR,Short,09:50:00,09:50:00,534.15,535.49,-1.34,Stop Loss
2024-02-27,DABUR,Long,09:20:00,09:20:00,529.55,528.23,-1.32,Stop Loss
2024-02-28,DABUR,Short,10:50:00,10:50:00,533.5,534.83,-1.33,Stop Loss
2024-02-28,DABUR,Long,14:25:00,14:40:00,540.1,538.75,-1.35,Stop Loss
2024-02-29,DABUR,Short,09:20:00,09:20:00,534.6,535.94,-1.34,Stop Loss
2024-02-29,DABUR,Long,15:00:00,15:00:00,538.85,537.5,-1.35,Stop Loss
2024-03-02,DABUR,Short,09:20:00,09:25:00,541.0,538.29,2.71,Target
2024-03-04,DABUR,Short,09:20:00,10:35:00,536.35,537.69,-1.34,Stop Loss
2024-03-05,DABUR,Long,13:05:00,13:15:00,536.6,535.26,-1.34,Stop Loss
2024-03-06,DABUR,Short,09:20:00,09:25:00,532.75,534.08,-1.33,Stop Loss
2024-03-07,DABUR,Long,09:20:00,09:20:00,533.55,532.22,-1.33,Stop Loss
2024-03-11,DABUR,Long,10:25:00,10:45:00,537.5,536.16,-1.34,Stop Loss
2024-03-11,DABUR,Short,15:05:00,15:10:00,534.3,531.63,2.67,Target
2024-03-12,DABUR,Long,09:20:00,09:20:00,532.1,530.77,-1.33,Stop Loss
2024-03-12,DABUR,Short,09:30:00,09:35:00,529.2,530.52,-1.32,Stop Loss
2024-03-13,DABUR,Short,09:35:00,09:55:00,528.35,525.71,2.64,Target
2024-03-14,DABUR,Long,09:20:00,09:35:00,521.25,523.86,2.61,Target
2024-03-15,DABUR,Long,09:25:00,09:25:00,529.65,528.33,-1.32,Stop Loss
2024-03-15,DABUR,Short,10:20:00,11:55:00,526.95,528.27,-1.32,Stop Loss
2024-03-18,DABUR,Short,09:20:00,09:20:00,523.0,524.31,-1.31,Stop Loss
2024-03-19,DABUR,Short,09:20:00,09:20:00,519.15,520.45,-1.3,Stop Loss
2024-03-20,DABUR,Long,09:20:00,09:20:00,519.9,518.6,-1.3,Stop Loss
2024-03-20,DABUR,Short,10:10:00,10:35:00,517.55,514.96,2.59,Target
2024-03-21,DABUR,Short,09:20:00,09:20:00,520.35,521.65,-1.3,Stop Loss
2024-03-21,DABUR,Long,10:50:00,14:40:00,523.0,525.61,2.61,Target
2024-03-22,DABUR,Short,09:25:00,11:40:00,523.55,520.93,2.62,Target
2024-03-26,DABUR,Long,09:30:00,09:30:00,520.0,518.7,-1.3,Stop Loss
2024-03-27,DABUR,Short,09:50:00,10:45:00,521.85,519.24,2.61,Target
2024-03-28,DABUR,Short,10:00:00,11:15:00,519.0,520.3,-1.3,Stop Loss
2024-03-28,DABUR,Long,13:00:00,14:30:00,522.55,525.16,2.61,Target
2024-04-01,DABUR,Long,09:20:00,09:20:00,527.7,530.34,2.64,Target
2024-01-02,DRREDDY,Long,09:20:00,09:20:00,1171.0,1176.85,5.85,Target
2024-01-03,DRREDDY,Short,09:20:00,09:25:00,1180.6,1183.55,-2.95,Stop Loss
2024-01-03,DRREDDY,Long,09:30:00,09:30:00,1185.35,1182.39,-2.96,Stop Loss
2024-01-04,DRREDDY,Short,09:45:00,10:15:00,1176.55,1179.49,-2.94,Stop Loss
2024-01-05,DRREDDY,Short,09:20:00,13:20:00,1169.0,1171.92,-2.92,Stop Loss
2024-01-08,DRREDDY,Short,09:30:00,09:30:00,1167.6,1170.52,-2.92,Stop Loss
2024-01-09,DRREDDY,Short,09:35:00,10:30:00,1155.05,1149.27,5.78,Target
2024-01-10,DRREDDY,Short,09:25:00,09:25:00,1149.1,1151.97,-2.87,Stop Loss
2024-01-11,DRREDDY,Short,09:45:00,10:10:00,1134.15,1136.99,-2.84,Stop Loss
2024-01-12,DRREDDY,Short,09:20:00,14:15:00,1134.0,1136.84,-2.84,Stop Loss
2024-01-15,DRREDDY,Short,10:00:00,10:05:00,1141.2,1144.05,-2.85,Stop Loss
2024-01-15,DRREDDY,Long,10:50:00,11:00:00,1148.0,1153.74,5.74,Target
2024-01-16,DRREDDY,Short,09:25:00,13:05:00,1152.0,1146.24,5.76,Target
2024-01-18,DRREDDY,Short,09:35:00,09:35:00,1113.45,1116.23,-2.78,Stop Loss
2024-01-18,DRREDDY,Long,12:15:00,13:00:00,1129.5,1126.68,-2.82,Stop Loss
2024-01-19,DRREDDY,Long,09:20:00,09:25:00,1140.95,1138.1,-2.85,Stop Loss
2024-01-19,DRREDDY,Short,09:30:00,09:45:00,1135.0,1129.32,5.68,Target
2024-01-20,DRREDDY,Short,09:45:00,10:50:00,1133.65,1127.98,5.67,Target
2024-01-23,DRREDDY,Long,09:20:00,09:25:00,1133.7,1139.37,5.67,Target
2024-01-24,DRREDDY,Long,09:20:00,09:20:00,1144.0,1149.72,5.72,Target
2024-01-25,DRREDDY,Short,09:20:00,09:20:00,1176.2,1179.14,-2.94,Stop Loss
2024-01-25,DRREDDY,Long,09:50:00,10:05:00,1181.7,1178.75,-2.95,Stop Loss
2024-01-29,DRREDDY,Long,09:20:00,09:20:00,1160.0,1157.1,-2.9,Stop Loss
2024-01-29,DRREDDY,Short,10:15:00,10:15:00,1148.85,1151.72,-2.87,Stop Loss
2024-01-30,DRREDDY,Short,09:20:00,09:20:00,1176.5,1170.62,5.88,Target
2024-01-31,DRREDDY,Long,10:10:00,10:10:00,1193.1,1199.07,5.97,Target
2024-02-01,DRREDDY,Long,09:20:00,09:20:00,1226.7,1223.63,-3.07,Stop Loss
2024-02-01,DRREDDY,Short,10:10:00,10:15:00,1214.55,1208.48,6.07,Target
2024-02-02,DRREDDY,Short,09:20:00,09:20:00,1202.85,1205.86,-3.01,Stop Loss
2024-02-02,DRREDDY,Long,09:50:00,10:00:00,1209.15,1206.13,-3.02,Stop Loss
2024-02-05,DRREDDY,Long,09:20:00,09:25:00,1212.1,1218.16,6.06,Target
2024-02-06,DRREDDY,Long,09:20:00,09:20:00,1235.05,1231.96,-3.09,Stop Loss
2024-02-07,DRREDDY,Long,09:20:00,09:25:00,1235.95,1232.86,-3.09,Stop Loss
2024-02-07,DRREDDY,Short,10:20:00,10:25:00,1229.2,1232.27,-3.07,Stop Loss
2024-02-08,DRREDDY,Short,09:20:00,11:00:00,1234.6,1228.43,6.17,Target
2024-02-09,DRREDDY,Long,09:20:00,09:25:00,1235.8,1232.71,-3.09,Stop Loss
2024-02-09,DRREDDY,Short,10:00:00,10:05:00,1224.0,1227.06,-3.06,Stop Loss
2024-02-12,DRREDDY,Long,13:30:00,13:45:00,1267.0,1273.33,6.33,Target
2024-02-13,DRREDDY,Long,09:20:00,09:20:00,1272.85,1269.67,-3.18,Stop Loss
2024-02-14,DRREDDY,Short,09:20:00,09:20:00,1249.4,1252.52,-3.12,Stop Loss
2024-02-15,DRREDDY,Long,09:20:00,09:20:00,1259.3,1256.15,-3.15,Stop Loss
2024-02-15,DRREDDY,Short,09:55:00,11:40:00,1248.0,1241.76,6.24,Target
2024-02-16,DRREDDY,Short,09:20:00,09:20:00,1249.9,1253.02,-3.12,Stop Loss
2024-02-16,DRREDDY,Long,09:25:00,09:25:00,1254.4,1251.26,-3.14,Stop Loss
2024-02-19,DRREDDY,Long,09:20:00,09:20:00,1288.35,1285.13,-3.22,Stop Loss
2024-02-20,DRREDDY,Long,09:20:00,09:25:00,1291.6,1288.37,-3.23,Stop Loss
2024-02-20,DRREDDY,Short,09:30:00,09:30:00,1284.4,1287.61,-3.21,Stop Loss
2024-02-21,DRREDDY,Short,09:30:00,09:30:00,1270.4,1273.58,-3.18,Stop Loss
2024-02-22,DRREDDY,Short,09:35:00,09:45:00,1254.3,1257.44,-3.14,Stop Loss
2024-02-23,DRREDDY,Long,09:35:00,09:55:00,1281.7,1288.11,6.41,Target
2024-02-26,DRREDDY,Short,09:55:00,10:25:00,1289.0,1292.22,-3.22,Stop Loss
2024-02-27,DRREDDY,Long,09:25:00,09:45:00,1287.8,1284.58,-3.22,Stop Loss
2024-02-27,DRREDDY,Short,10:10:00,10:20:00,1277.15,1280.34,-3.19,Stop Loss
2024-02-28,DRREDDY,Long,09:35:00,09:40:00,1294.15,1300.62,6.47,Target
2024-02-28,DRREDDY,Short,09:55:00,10:50:00,1288.0,1281.56,6.44,Target
2024-02-29,DRREDDY,Short,09:20:00,09:20:00,1276.2,1279.39,-3.19,Stop Loss
2024-02-29,DRREDDY,Long,09:35:00,09:35:00,1285.05,1281.84,-3.21,Stop Loss
2024-03-01,DRREDDY,Short,09:40:00,10:20:00,1281.7,1275.29,6.41,Target
2024-03-01,DRREDDY,Long,13:30:00,13:55:00,1292.1,1288.87,-3.23,Stop Loss
2024-03-02,DRREDDY,Long,11:30:00,11:30:00,1251.8,1258.06,6.26,Target
2024-03-04,DRREDDY,Long,09:20:00,09:25:00,1258.0,1264.29,6.29,Target
2024-03-05,DRREDDY,Long,09:20:00,09:40:00,1267.0,1263.83,-3.17,Stop Loss
2024-03-05,DRREDDY,Short,10:35:00,11:00:00,1258.3,1252.01,6.29,Target
2024-03-06,DRREDDY,Short,09:20:00,10:00:00,1251.0,1244.74,6.26,Target
2024-03-07,DRREDDY,Long,09:20:00,09:25:00,1270.0,1266.82,-3.18,Stop Loss
2024-03-11,DRREDDY,Short,09:20:00,09:25:00,1268.75,1262.41,6.34,Target
2024-03-11,DRREDDY,Long,11:25:00,11:25:00,1275.8,1282.18,6.38,Target
2024-03-12,DRREDDY,Short,09:20:00,09:20:00,1277.65,1280.84,-3.19,Stop Loss
2024-03-13,DRREDDY,Short,09:20:00,09:20:00,1260.5,1263.65,-3.15,Stop Loss
2024-03-14,DRREDDY,Long,09:50:00,09:55:00,1259.1,1255.95,-3.15,Stop Loss
2024-03-15,DRREDDY,Short,09:50:00,10:10:00,1252.35,1246.09,6.26,Target
2024-03-18,DRREDDY,Short,09:20:00,09:20:00,1256.55,1259.69,-3.14,Stop Loss
2024-03-18,DRREDDY,Long,09:40:00,09:40:00,1261.75,1258.6,-3.15,Stop Loss
2024-03-19,DRREDDY,Short,09:20:00,09:35:00,1260.0,1253.7,6.3,Target
2024-03-20,DRREDDY,Long,09:20:00,09:20:00,1226.9,1223.83,-3.07,Stop Loss
2024-03-20,DRREDDY,Short,09:20:00,09:20:00,1220.0,1213.9,6.1,Target
2024-03-21,DRREDDY,Short,09:20:00,09:20:00,1215.95,1218.99,-3.04,Stop Loss
2024-03-21,DRREDDY,Long,10:05:00,10:05:00,1225.35,1222.29,-3.06,Stop Loss
2024-03-22,DRREDDY,Long,09:20:00,09:25:00,1231.0,1227.92,-3.08,Stop Loss
2024-03-22,DRREDDY,Short,10:05:00,10:10:00,1221.3,1224.35,-3.05,Stop Loss
2024-03-26,DRREDDY,Long,09:20:00,09:20:00,1238.0,1234.9,-3.1,Stop Loss
2024-03-26,DRREDDY,Short,09:35:00,09:35:00,1229.6,1232.67,-3.07,Stop Loss
2024-03-27,DRREDDY,Short,11:00:00,11:05:00,1219.6,1222.65,-3.05,Stop Loss
2024-03-28,DRREDDY,Long,09:45:00,09:45:00,1229.0,1225.93,-3.07,Stop Loss
2024-04-01,DRREDDY,Long,10:55:00,10:55:00,1243.3,1240.19,-3.11,Stop Loss
2024-01-01,EICHERMOT,Short,09:20:00,09:20:00,4102.0,4081.49,20.51,Target
2024-01-02,EICHERMOT,Short,09:55:00,09:55:00,3963.7,3973.61,-9.91,Stop Loss
2024-01-03,EICHERMOT,Short,11:05:00,11:25:00,3883.05,3892.76,-9.71,Stop Loss
2024-01-04,EICHERMOT,Short,09:20:00,09:55:00,3877.1,3857.71,19.39,Target
2024-01-05,EICHERMOT,Long,09:55:00,10:25:00,3895.9,3915.38,19.48,Target
2024-01-05,EICHERMOT,Short,14:15:00,14:15:00,3864.05,3873.71,-9.66,Stop Loss
2024-01-08,EICHERMOT,Short,11:10:00,11:15:00,3890.0,3899.72,-9.72,Stop Loss
2024-01-09,EICHERMOT,Short,09:20:00,09:30:00,3893.25,3873.78,19.47,Target
2024-01-10,EICHERMOT,Short,09:20:00,09:20:00,3847.05,3827.81,19.24,Target
2024-01-11,EICHERMOT,Long,11:40:00,11:45:00,3908.85,3899.08,-9.77,Stop Loss
2024-01-12,EICHERMOT,Short,09:50:00,09:50:00,3859.2,3868.85,-9.65,Stop Loss
2024-01-15,EICHERMOT,Short,09:40:00,10:55:00,3826.0,3835.56,-9.56,Stop Loss
2024-01-16,EICHERMOT,Long,09:30:00,09:30:00,3798.75,3789.25,-9.5,Stop Loss
2024-01-17,EICHERMOT,Long,09:20:00,09:20:00,3764.25,3754.84,-9.41,Stop Loss
2024-01-18,EICHERMOT,Short,09:20:00,09:20:00,3720.1,3729.4,-9.3,Stop Loss
2024-01-19,EICHERMOT,Long,09:20:00,09:20:00,3740.5,3759.2,18.7,Target
2024-01-20,EICHERMOT,Long,09:20:00,09:25:00,3731.85,3722.52,-9.33,Stop Loss
2024-01-20,EICHERMOT,Short,10:00:00,10:25:00,3700.0,3681.5,18.5,Target
2024-01-23,EICHERMOT,Long,09:20:00,09:20:00,3742.05,3732.69,-9.36,Stop Loss
2024-01-23,EICHERMOT,Short,10:00:00,10:00:00,3702.05,3711.31,-9.26,Stop Loss
2024-01-24,EICHERMOT,Long,09:20:00,09:20:00,3641.55,3632.45,-9.1,Stop Loss
2024-01-24,EICHERMOT,Short,09:25:00,09:25:00,3609.1,3618.12,-9.02,Stop Loss
2024-01-25,EICHERMOT,Short,09:20:00,09:45:00,3623.45,3605.33,18.12,Target
2024-01-29,EICHERMOT,Long,09:20:00,09:25:00,3630.0,3648.15,18.15,Target
2024-01-30,EICHERMOT,Long,10:10:00,10:10:00,3705.05,3695.79,-9.26,Stop Loss
2024-01-31,EICHERMOT,Long,09:25:00,09:50:00,3727.5,3746.14,18.64,Target
2024-02-05,EICHERMOT,Long,09:20:00,10:10:00,3880.0,3870.3,-9.7,Stop Loss
2024-02-06,EICHERMOT,Long,10:50:00,13:00:00,3915.7,3935.28,19.58,Target
2024-02-07,EICHERMOT,Short,09:20:00,09:40:00,3955.05,3935.27,19.78,Target
2024-02-08,EICHERMOT,Short,09:20:00,10:15:00,3911.0,3891.44,19.56,Target
2024-02-09,EICHERMOT,Long,09:30:00,09:30:00,3820.0,3810.45,-9.55,Stop Loss
2024-02-09,EICHERMOT,Short,10:00:00,10:05:00,3780.0,3789.45,-9.45,Stop Loss
2024-02-12,EICHERMOT,Short,10:05:00,10:50:00,3831.3,3840.88,-9.58,Stop Loss
2024-02-12,EICHERMOT,Long,12:20:00,14:05:00,3869.9,3889.25,19.35,Target
2024-02-13,EICHERMOT,Short,09:20:00,09:20:00,3878.0,3887.7,-9.7,Stop Loss
2024-02-13,EICHERMOT,Long,14:40:00,14:40:00,3904.0,3923.52,19.52,Target
2024-02-14,EICHERMOT,Short,09:20:00,09:20:00,3756.1,3737.32,18.78,Target
2024-02-14,EICHERMOT,Long,09:45:00,09:45:00,3920.9,3911.1,-9.8,Stop Loss
2024-02-15,EICHERMOT,Short,09:25:00,09:25:00,3882.8,3892.51,-9.71,Stop Loss
2024-02-15,EICHERMOT,Long,10:00:00,10:25:00,3919.8,3910.0,-9.8,Stop Loss
2024-02-16,EICHERMOT,Long,09:20:00,09:20:00,3950.9,3941.02,-9.88,Stop Loss
2024-02-16,EICHERMOT,Short,15:05:00,15:05:00,3922.0,3931.8,-9.8,Stop Loss
2024-02-19,EICHERMOT,Short,09:20:00,09:30:00,3934.95,3915.28,19.67,Target
2024-02-20,EICHERMOT,Short,09:20:00,09:20:00,3816.6,3826.14,-9.54,Stop Loss
2024-02-21,EICHERMOT,Long,09:25:00,09:25:00,3875.0,3865.31,-9.69,Stop Loss
2024-02-21,EICHERMOT,Short,14:35:00,15:00:00,3828.0,3837.57,-9.57,Stop Loss
2024-02-22,EICHERMOT,Long,09:20:00,09:20:00,3899.7,3919.2,19.5,Target
