date,symbol,entry_type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason
2024-02-23,EICHERMOT,Short,09:20:00,09:20:00,3955.65,3965.54,-9.89,Stop Loss
2024-02-26,EICHERMOT,Long,09:25:00,09:25:00,3927.05,3917.23,-9.82,Stop Loss
2024-02-26,EICHERMOT,Short,09:55:00,09:55:00,3895.3,3905.04,-9.74,Stop Loss
2024-02-27,EICHERMOT,Long,09:20:00,09:30:00,3983.9,4003.82,19.92,Target
2024-02-28,EICHERMOT,Short,09:20:00,09:50:00,3993.0,3973.04,19.96,Target
2024-02-29,EICHERMOT,Long,09:25:00,09:25:00,3884.0,3874.29,-9.71,Stop Loss
2024-02-29,EICHERMOT,Short,10:10:00,10:10:00,3841.35,3850.95,-9.6,Stop Loss
2024-03-01,EICHERMOT,Short,09:20:00,09:20:00,3790.2,3799.68,-9.48,Stop Loss
2024-03-01,EICHERMOT,Long,10:25:00,10:25:00,3829.55,3819.98,-9.57,Stop Loss
2024-03-02,EICHERMOT,Short,09:20:00,09:20:00,3852.0,3861.63,-9.63,Stop Loss
2024-03-02,EICHERMOT,Long,09:45:00,09:45:00,3872.25,3862.57,-9.68,Stop Loss
2024-03-04,EICHERMOT,Short,09:20:00,09:20:00,3825.85,3806.72,19.13,Target
2024-03-05,EICHERMOT,Long,09:20:00,09:25:00,3783.55,3774.09,-9.46,Stop Loss
2024-03-05,EICHERMOT,Short,10:15:00,10:15:00,3751.45,3760.83,-9.38,Stop Loss
2024-03-06,EICHERMOT,Short,10:00:00,10:05:00,3765.25,3774.66,-9.41,Stop Loss
2024-03-07,EICHERMOT,Short,10:05:00,10:40:00,3783.05,3764.13,18.92,Target
2024-03-11,EICHERMOT,Short,09:45:00,11:30:00,3785.0,3794.46,-9.46,Stop Loss
2024-03-11,EICHERMOT,Long,11:40:00,11:55:00,3808.0,3798.48,-9.52,Stop Loss
2024-03-12,EICHERMOT,Long,09:20:00,09:20:00,3804.85,3795.34,-9.51,Stop Loss
2024-03-13,EICHERMOT,Short,09:35:00,09:35:00,3807.2,3816.72,-9.52,Stop Loss
2024-03-14,EICHERMOT,Long,09:20:00,09:20:00,3717.0,3707.71,-9.29,Stop Loss
2024-03-15,EICHERMOT,Long,09:30:00,09:30:00,3774.0,3764.56,-9.44,Stop Loss
2024-03-15,EICHERMOT,Short,09:55:00,09:55:00,3745.0,3754.36,-9.36,Stop Loss
2024-03-18,EICHERMOT,Short,09:20:00,09:20:00,3701.0,3710.25,-9.25,Stop Loss
2024-03-19,EICHERMOT,Long,10:15:00,10:15:00,3699.7,3690.45,-9.25,Stop Loss
2024-03-22,EICHERMOT,Short,09:20:00,09:35:00,3908.15,3888.61,19.54,Target
2024-03-22,EICHERMOT,Long,11:30:00,11:30:00,3949.0,3939.13,-9.87,Stop Loss
2024-03-26,EICHERMOT,Short,10:00:00,10:00:00,3978.6,3988.55,-9.95,Stop Loss
2024-03-27,EICHERMOT,Long,09:20:00,09:20:00,3939.75,3929.9,-9.85,Stop Loss
2024-03-27,EICHERMOT,Short,15:00:00,15:00:00,3920.4,3930.2,-9.8,Stop Loss
2024-03-28,EICHERMOT,Short,09:20:00,09:30:00,3905.95,3915.71,-9.76,Stop Loss
2024-03-28,EICHERMOT,Long,09:45:00,09:45:00,3944.8,3964.52,19.72,Target
2024-04-01,EICHERMOT,Short,09:20:00,09:20:00,4042.8,4052.91,-10.11,Stop Loss
